timestamp,open,high,low,close,volume,Symbol,{
2023-11-10,361.49,370.1,361.07,369.67,28065164.0,MSFT,
2023-11-09,362.3,364.79,360.362,360.69,24847331.0,MSFT,
2023-11-08,361.68,363.87,360.55,363.2,26767828.0,MSFT,
2023-11-07,359.4,362.46,357.63,360.53,25833931.0,MSFT,
2023-11-06,353.45,357.54,353.35,356.53,23828301.0,MSFT,
2023-11-03,349.63,354.39,347.33,352.8,23637673.0,MSFT,
2023-11-02,347.24,348.83,344.77,348.32,24348072.0,MSFT,
2023-11-01,339.79,347.42,339.65,346.07,28158819.0,MSFT,
2023-10-31,338.85,339.0,334.69,338.11,20265282.0,MSFT,
2023-10-30,333.41,339.45,331.83,337.31,22828082.0,MSFT,
2023-10-27,330.425,336.72,328.4007,329.81,29856522.0,MSFT,
2023-10-26,340.54,341.63,326.94,327.89,37828543.0,MSFT,
2023-10-25,345.02,346.2,337.62,340.67,55053828.0,MSFT,
2023-10-24,331.3,331.84,327.6,330.53,31153571.0,MSFT,
2023-10-23,325.47,332.725,324.39,329.32,24374748.0,MSFT,
2023-10-20,331.72,331.92,325.45,326.67,25027715.0,MSFT,
2023-10-19,332.15,336.88,330.91,331.32,25052071.0,MSFT,
2023-10-18,332.49,335.59,328.3,330.11,23153602.0,MSFT,
2023-10-17,329.59,333.46,327.41,332.06,18338523.0,MSFT,
2023-10-16,331.05,336.14,330.6,332.64,22158048.0,MSFT,
2023-10-13,332.38,333.83,326.36,327.73,21085695.0,MSFT,
2023-10-12,330.565,333.6299,328.72,331.16,19313098.0,MSFT,
2023-10-11,331.21,332.82,329.14,332.42,20063246.0,MSFT,
2023-10-10,330.96,331.1,327.67,328.39,20557094.0,MSFT,
2023-10-09,324.75,330.3,323.18,329.82,19891180.0,MSFT,
2023-10-06,316.55,329.19,316.3,327.26,25673630.0,MSFT,
2023-10-05,319.09,319.98,314.9,319.36,16965629.0,MSFT,
2023-10-04,314.03,320.04,314.0,318.955,20720144.0,MSFT,
2023-10-03,320.83,321.39,311.215,313.39,21033492.0,MSFT,
2023-10-02,316.28,321.888,315.18,321.8,20570006.0,MSFT,
2023-09-29,317.75,319.47,314.98,315.75,24147298.0,MSFT,
2023-09-28,310.99,315.48,309.45,313.64,19683564.0,MSFT,
2023-09-27,312.3,314.299,309.69,312.79,19410082.0,MSFT,
2023-09-26,315.13,315.88,310.02,312.14,26297573.0,MSFT,
2023-09-25,316.59,317.67,315.0,317.54,17835964.0,MSFT,
2023-09-22,321.32,321.45,316.15,317.01,21447887.0,MSFT,
2023-09-21,319.26,325.3499,315.0,319.53,35560362.0,MSFT,
2023-09-20,329.51,329.59,320.51,320.77,21436525.0,MSFT,
2023-09-19,326.17,329.39,324.51,328.65,16514487.0,MSFT,
2023-09-18,327.8,330.4,326.36,329.06,16834208.0,MSFT,
2023-09-15,336.92,337.3975,329.65,330.22,37679792.0,MSFT,
2023-09-14,339.148,340.86,336.57,338.7,20267048.0,MSFT,
2023-09-13,331.31,336.85,331.17,336.06,16544412.0,MSFT,
2023-09-12,335.815,336.79,331.48,331.77,17565482.0,MSFT,
2023-09-11,337.24,338.42,335.43,337.94,16583324.0,MSFT,
2023-09-08,330.09,336.16,329.46,334.27,19548165.0,MSFT,
2023-09-07,331.29,333.08,329.03,329.91,18380995.0,MSFT,
2023-09-06,333.38,334.46,330.18,332.88,17535773.0,MSFT,
2023-09-05,329.0,334.85,328.66,333.55,18553859.0,MSFT,
2023-09-01,331.31,331.99,326.78,328.66,14942024.0,MSFT,
2023-08-31,329.2,330.9099,326.78,327.76,26410954.0,MSFT,
2023-08-30,328.67,329.81,326.445,328.79,15222110.0,MSFT,
2023-08-29,321.88,328.9835,321.88,328.41,19284590.0,MSFT,
2023-08-28,325.66,326.15,321.722,323.7,14808482.0,MSFT,
2023-08-25,321.47,325.36,318.8001,322.98,21684104.0,MSFT,
2023-08-24,332.85,332.98,319.96,319.97,23281434.0,MSFT,
2023-08-23,323.82,329.2,323.46,327.0,21166382.0,MSFT,
2023-08-22,325.5,326.075,321.46,322.46,16102024.0,MSFT,
2023-08-21,317.93,322.77,317.04,321.88,24039956.0,MSFT,
2023-08-18,314.49,318.38,311.5508,316.48,24755012.0,MSFT,
2023-08-17,320.54,321.87,316.21,316.88,21257161.0,MSFT,
2023-08-16,320.8,324.42,319.8035,320.4,20698864.0,MSFT,
2023-08-15,323.0,325.09,320.9034,321.86,16966285.0,MSFT,
2023-08-14,321.39,324.06,320.08,324.04,18836139.0,MSFT,
2023-08-11,320.26,322.41,319.21,321.01,24355491.0,MSFT,
2023-08-10,326.015,328.26,321.18,322.93,20113725.0,MSFT,
2023-08-09,326.47,327.11,321.0499,322.23,22373268.0,MSFT,
2023-08-08,326.96,328.75,323.0,326.05,22327574.0,MSFT,
2023-08-07,328.37,331.11,327.52,330.11,17741526.0,MSFT,
2023-08-04,331.88,335.14,327.24,327.78,23741484.0,MSFT,
2023-08-03,326.0,329.88,325.95,326.66,18360352.0,MSFT,
2023-08-02,333.63,333.63,326.3551,327.5,27761257.0,MSFT,
2023-08-01,335.19,338.54,333.7,336.34,18381253.0,MSFT,
2023-07-31,336.92,337.695,333.36,335.92,25446022.0,MSFT,
2023-07-28,333.67,340.01,333.17,338.37,28484868.0,MSFT,
2023-07-27,340.48,341.33,329.05,330.72,39635262.0,MSFT,
2023-07-26,341.44,344.67,333.11,337.77,58383702.0,MSFT,
2023-07-25,347.11,351.89,345.07,350.98,41637739.0,MSFT,
2023-07-24,345.85,346.92,342.31,345.11,26719207.0,MSFT,
2023-07-21,349.15,350.3,339.83,343.77,69405382.0,MSFT,
2023-07-20,353.57,357.97,345.37,346.87,33778395.0,MSFT,
2023-07-19,361.75,362.46,352.435,355.08,39732901.0,MSFT,
2023-07-18,345.83,366.78,342.17,359.49,64872705.0,MSFT,
2023-07-17,345.678,346.99,342.2,345.73,20363927.0,MSFT,
2023-07-14,347.59,351.43,344.31,345.24,28352729.0,MSFT,
2023-07-13,339.56,343.74,339.02,342.66,20567159.0,MSFT,
2023-12-01,133.32,133.5,132.1517,133.32,24267987.0,GOOG,
2023-11-30,136.4,136.96,132.79,133.92,29913531.0,GOOG,
2023-11-29,138.985,139.67,136.295,136.4,21014715.0,GOOG,
2023-11-28,137.63,138.66,137.04,138.62,17046868.0,GOOG,
2023-11-27,137.57,139.63,137.54,138.05,17886389.0,GOOG,
2023-11-24,139.54,139.677,137.47,138.22,8828640.0,GOOG,
2023-11-22,139.1,141.1,139.0,140.02,17310209.0,GOOG,
2023-11-21,137.94,138.965,137.705,138.62,17648067.0,GOOG,
2023-11-20,135.5,138.425,135.49,137.92,19589006.0,GOOG,
2023-11-17,137.82,138.0,135.48,136.94,25590191.0,GOOG,
2023-11-16,136.96,138.8799,136.08,138.7,17615068.0,GOOG,
2023-11-15,136.64,136.84,135.33,136.38,15840883.0,GOOG,
2023-11-14,135.65,137.24,135.1,135.43,22317345.0,GOOG,
2023-11-13,133.36,134.11,132.77,133.64,16409856.0,GOOG,
2023-11-10,131.53,134.27,130.87,134.06,20879838.0,GOOG,
2023-11-09,133.36,133.96,131.51,131.69,17976533.0,GOOG,
2023-11-08,132.36,133.54,132.16,133.26,15093598.0,GOOG,
2023-11-07,131.98,133.28,131.14,132.4,19223786.0,GOOG,
2023-11-06,130.22,131.56,129.93,131.45,15360362.0,GOOG,
2023-11-03,129.09,130.73,129.01,130.37,19529448.0,GOOG,
2023-11-02,129.56,130.09,128.11,128.58,24091672.0,GOOG,
2023-11-01,125.34,127.74,124.925,127.57,26536604.0,GOOG,
2023-10-31,126.27,126.56,123.925,125.3,21123418.0,GOOG,
2023-10-30,124.46,126.55,123.88,125.75,24165631.0,GOOG,
2023-10-27,124.03,124.44,121.46,123.4,37367673.0,GOOG,
2023-10-26,124.47,125.46,122.32,123.44,33907363.0,GOOG,
2023-10-25,129.77,130.1,126.09,126.67,58796067.0,GOOG,
2023-10-24,139.16,140.7099,138.75,140.12,26535198.0,GOOG,
2023-10-23,136.23,139.02,135.11,137.9,20780665.0,GOOG,
2023-10-20,138.59,139.04,136.245,136.74,24970263.0,GOOG,
2023-10-19,139.8,141.005,138.6,138.98,21831181.0,GOOG,
2023-10-18,140.75,141.99,138.705,139.28,18304869.0,GOOG,
2023-10-17,140.03,141.25,138.5287,140.99,17424024.0,GOOG,
2023-10-16,139.73,140.905,139.32,140.49,17345556.0,GOOG,
2023-10-13,140.65,141.34,137.97,138.58,19447565.0,GOOG,
2023-10-12,142.16,142.38,139.45,140.29,18173107.0,GOOG,
2023-10-11,139.85,142.22,139.84,141.7,20146341.0,GOOG,
2023-10-10,139.51,140.74,138.43,139.2,19554916.0,GOOG,
2023-10-09,137.99,139.97,136.7,139.5,16599099.0,GOOG,
2023-10-06,134.94,139.1857,134.94,138.73,20826683.0,GOOG,
2023-10-05,136.13,136.5,134.455,135.99,15922944.0,GOOG,
2023-10-04,133.66,136.57,133.43,136.27,22847987.0,GOOG,
2023-10-03,134.93,135.24,132.815,133.3,19628736.0,GOOG,
2023-10-02,132.155,135.36,132.065,135.17,19210394.0,GOOG,
2023-09-29,134.08,134.89,131.32,131.85,23237336.0,GOOG,
2023-09-28,130.69,134.1799,130.69,133.13,18201389.0,GOOG,
2023-09-27,129.44,131.72,129.38,131.46,18764201.0,GOOG,
2023-09-26,130.914,131.405,128.19,129.45,20378789.0,GOOG,
2023-09-25,130.77,132.22,130.03,132.17,14650032.0,GOOG,
2023-09-22,131.68,133.01,130.51,131.25,17355284.0,GOOG,
2023-09-21,132.39,133.19,131.09,131.36,22058375.0,GOOG,
2023-09-20,138.83,138.84,134.52,134.59,21473533.0,GOOG,
2023-09-19,138.25,139.175,137.5,138.83,15484644.0,GOOG,
2023-09-18,137.63,139.93,137.63,138.96,16233590.0,GOOG,
2023-09-15,138.8,139.36,137.18,138.3,48958837.0,GOOG,
2023-09-14,138.39,139.55,137.06,138.99,19064607.0,GOOG,
2023-09-13,135.9,137.7,134.93,137.5,16394915.0,GOOG,
2023-09-12,137.13,137.64,135.93,136.07,15212934.0,GOOG,
2023-09-11,137.38,138.2638,136.55,137.74,17180755.0,GOOG,
2023-09-08,135.87,137.515,135.87,137.2,17820005.0,GOOG,
2023-09-07,134.6,136.58,133.9601,136.2,16975956.0,GOOG,
2023-09-06,137.015,137.48,134.69,135.37,15814327.0,GOOG,
2023-09-05,136.44,137.37,135.56,136.71,17730218.0,GOOG,
2023-09-01,138.43,138.58,135.94,136.8,16671647.0,GOOG,
2023-08-31,137.05,138.4,136.82,137.35,28147850.0,GOOG,
2023-08-30,135.57,137.25,135.021,136.93,21773356.0,GOOG,
2023-08-29,132.9981,137.295,132.98,135.49,30803265.0,GOOG,
2023-08-28,132.08,133.24,130.85,131.79,16715467.0,GOOG,
2023-08-25,130.14,131.4,128.04,130.69,20678096.0,GOOG,
2023-08-24,134.7272,134.97,130.3,130.42,18680381.0,GOOG,
2023-08-23,130.85,134.07,130.51,133.21,26497027.0,GOOG,
2023-08-22,129.13,130.95,128.925,129.69,15569373.0,GOOG,
2023-08-21,127.85,129.26,127.16,128.93,21851070.0,GOOG,
2023-08-18,129.06,129.83,127.0,128.11,23627202.0,GOOG,
2023-08-17,130.45,132.4913,129.85,130.46,23665562.0,GOOG,
2023-08-16,129.28,130.8975,128.46,129.11,17548355.0,GOOG,
2023-08-15,131.59,131.99,129.819,130.27,14769173.0,GOOG,
2023-08-14,129.85,131.91,129.59,131.83,17526195.0,GOOG,
2023-08-11,129.202,130.44,128.75,130.17,15205465.0,GOOG,
2023-08-10,131.97,132.647,130.035,130.21,17855681.0,GOOG,
2023-08-09,132.19,132.47,129.505,130.15,17745218.0,GOOG,
2023-08-08,130.98,131.94,130.13,131.84,16835952.0,GOOG,
2023-08-07,129.51,132.06,129.43,131.94,17621041.0,GOOG,
2023-08-04,129.6,131.93,128.315,128.54,20521852.0,GOOG,
2023-08-03,128.37,129.77,127.775,128.77,15086132.0,GOOG,
2023-08-02,129.84,130.42,127.85,128.64,22705778.0,GOOG,
2023-08-01,130.855,132.92,130.75,131.89,22219012.0,GOOG,
2023-07-31,133.01,133.83,132.13,133.11,18381891.0,GOOG,
2023-07-28,130.97,134.07,130.92,133.01,26971011.0,GOOG,
2023-07-27,131.8,133.6,129.18,129.87,35931612.0,GOOG,
2023-07-26,130.36,131.37,128.71,129.66,46216895.0,GOOG,
2023-07-25,121.88,123.69,121.53,122.79,31820846.0,GOOG,
2023-07-24,121.926,123.35,121.38,121.88,22312220.0,GOOG,
2023-07-21,120.87,121.3,119.07,120.31,56514645.0,GOOG,
2023-07-20,122.12,124.7,118.685,119.53,27541711.0,GOOG,
2023-07-19,124.79,125.47,122.47,122.78,22313803.0,GOOG,
2023-07-18,124.905,124.99,123.3,124.08,21071248.0,GOOG,
2023-07-17,126.06,127.28,124.5,125.06,20675297.0,GOOG,
2023-07-14,125.13,127.09,124.9,125.7,20499780.0,GOOG,
2023-07-13,121.54,125.335,121.06,124.83,31535853.0,GOOG,
2023-12-01,131.86,132.11,130.665,131.86,31442263.0,GOOGL,
2023-11-30,135.05,135.55,131.28,132.53,38988263.0,GOOGL,
2023-11-29,137.57,138.288,134.84,134.99,23967222.0,GOOGL,
2023-11-28,136.08,137.25,135.4222,137.2,18730032.0,GOOGL,
2023-11-27,136.03,138.42,136.0,136.41,23436526.0,GOOGL,
2023-11-24,138.03,138.13,135.99,136.69,12514322.0,GOOGL,
2023-11-22,137.47,139.42,137.47,138.49,17820456.0,GOOGL,
2023-11-21,136.29,137.18,135.96,136.97,22635272.0,GOOGL,
2023-11-20,133.69,136.66,133.62,136.25,27850762.0,GOOGL,
2023-11-17,136.0,136.06,133.65,135.31,37287691.0,GOOGL,
2023-11-16,135.19,137.2199,134.32,136.93,28013179.0,GOOGL,
2023-11-15,134.87,135.03,133.57,134.62,23861515.0,GOOGL,
2023-11-14,134.19,135.7,133.32,133.62,32395178.0,GOOGL,
2023-11-13,131.78,132.59,131.25,132.09,18324751.0,GOOGL,
2023-11-10,130.105,132.8,129.41,132.59,26927826.0,GOOGL,
2023-11-09,131.96,132.55,130.065,130.24,23747773.0,GOOGL,
2023-11-08,130.97,132.21,130.78,131.84,26425849.0,GOOGL,
2023-11-07,130.71,131.91,129.88,130.97,29757276.0,GOOGL,
2023-11-06,129.05,130.34,128.67,130.25,19052740.0,GOOGL,
2023-11-03,128.02,129.525,127.86,129.1,26393109.0,GOOGL,
2023-11-02,128.42,128.98,126.93,127.49,27124647.0,GOOGL,
2023-11-01,124.07,126.49,123.715,126.45,30082438.0,GOOGL,
2023-10-31,125.06,125.37,122.685,124.08,26292342.0,GOOGL,
2023-10-30,123.21,125.4,122.75,124.46,28940081.0,GOOGL,
2023-10-27,122.88,123.31,120.2057,122.17,44566506.0,GOOGL,
2023-10-26,123.27,124.3297,121.27,122.28,57061140.0,GOOGL,
2023-10-25,128.16,128.31,125.07,125.61,84366208.0,GOOGL,
2023-10-24,137.83,139.3599,137.42,138.81,44814321.0,GOOGL,
2023-10-23,135.04,137.6599,133.95,136.5,26317930.0,GOOGL,
2023-10-20,137.33,137.87,135.08,135.6,26335673.0,GOOGL,
2023-10-19,138.5,139.66,137.38,137.75,26066011.0,GOOGL,
2023-10-18,139.445,140.72,137.38,137.96,23374998.0,GOOGL,
2023-10-17,138.63,139.9,137.18,139.72,23515780.0,GOOGL,
2023-10-16,138.17,139.63,137.99,139.095,28501871.0,GOOGL,
2023-10-13,139.38,140.0,136.615,137.36,23435599.0,GOOGL,
2023-10-12,141.05,141.22,138.26,138.97,24765537.0,GOOGL,
2023-10-11,138.58,141.11,138.58,140.55,25884303.0,GOOGL,
2023-10-10,138.5,139.72,137.33,138.06,27786613.0,GOOGL,
2023-10-09,136.94,138.94,135.61,138.42,19278070.0,GOOGL,
2023-10-06,134.01,138.155,134.01,137.58,27597598.0,GOOGL,
2023-10-05,135.07,135.49,133.45,135.07,19832615.0,GOOGL,
2023-10-04,132.79,135.57,132.53,135.24,26752295.0,GOOGL,
2023-10-03,133.94,134.26,131.84,132.43,22989401.0,GOOGL,
2023-10-02,131.21,134.42,131.17,134.17,22288038.0,GOOGL,
2023-09-29,133.28,134.05,130.36,130.86,30859790.0,GOOGL,
2023-09-28,129.84,133.3,129.79,132.31,22513132.0,GOOGL,
2023-09-27,128.57,130.895,128.57,130.54,22746452.0,GOOGL,
2023-09-26,129.77,130.3645,127.22,128.565,25718704.0,GOOGL,
2023-09-25,129.83,131.17,128.96,131.11,20094643.0,GOOGL,
2023-09-22,130.76,132.025,129.6,130.25,26397337.0,GOOGL,
2023-09-21,131.44,132.23,130.07,130.44,31503910.0,GOOGL,
2023-09-20,138.08,138.08,133.62,133.74,29927475.0,GOOGL,
2023-09-19,137.42,138.41,136.62,138.04,20353653.0,GOOGL,
2023-09-18,136.61,139.16,136.61,138.21,21861346.0,GOOGL,
2023-09-15,137.98,138.52,136.48,137.4,38919614.0,GOOGL,
2023-09-14,137.6,138.695,136.24,138.1,24750968.0,GOOGL,
2023-09-13,135.09,136.9,134.15,136.71,20749496.0,GOOGL,
2023-09-12,136.26,136.8701,135.19,135.34,18405505.0,GOOGL,
2023-09-11,136.54,137.48,135.785,136.92,20763350.0,GOOGL,
2023-09-08,134.91,136.66,134.85,136.38,23584188.0,GOOGL,
2023-09-07,133.59,135.58,132.95,135.26,18844342.0,GOOGL,
2023-09-06,136.02,136.5299,133.665,134.46,18684534.0,GOOGL,
2023-09-05,135.44,136.42,134.5801,135.77,19403112.0,GOOGL,
2023-09-01,137.455,137.455,134.85,135.66,21543687.0,GOOGL,
2023-08-31,136.01,138.0,135.79,136.17,30053800.0,GOOGL,
2023-08-30,134.78,136.275,134.07,135.88,28315769.0,GOOGL,
2023-08-29,132.24,136.57,132.24,134.57,43075556.0,GOOGL,
2023-08-28,131.31,132.54,130.14,131.01,20543266.0,GOOGL,
2023-08-25,129.54,130.76,127.25,129.88,26762891.0,GOOGL,
2023-08-24,133.95,134.25,129.57,129.78,28500694.0,GOOGL,
2023-08-23,130.18,133.41,129.87,132.37,27819713.0,GOOGL,
2023-08-22,128.51,130.278,128.32,129.08,22067520.0,GOOGL,
2023-08-21,127.175,128.725,126.56,128.37,25248729.0,GOOGL,
2023-08-18,128.51,129.25,126.3824,127.46,30504769.0,GOOGL,
2023-08-17,129.8,131.99,129.29,129.92,33446280.0,GOOGL,
2023-08-16,128.7,130.2809,127.865,128.7,25216068.0,GOOGL,
2023-08-15,131.1,131.42,129.28,129.78,19770732.0,GOOGL,
2023-08-14,129.39,131.37,128.96,131.33,24695608.0,GOOGL,
2023-08-11,128.66,129.93,128.17,129.56,19591080.0,GOOGL,
2023-08-10,131.32,132.05,129.45,129.69,20857754.0,GOOGL,
2023-08-09,131.66,132.04,129.0,129.66,24912918.0,GOOGL,
2023-08-08,130.62,131.51,129.545,131.4,23535181.0,GOOGL,
2023-08-07,129.16,131.61,129.02,131.53,22746290.0,GOOGL,
2023-08-04,129.28,131.51,127.91,128.11,26147158.0,GOOGL,
2023-08-03,127.97,129.385,127.42,128.45,20159528.0,GOOGL,
2023-08-02,129.45,130.09,127.56,128.38,26273258.0,GOOGL,
2023-08-01,130.775,132.63,130.68,131.55,23276440.0,GOOGL,
2023-07-31,132.73,133.525,131.775,132.72,28055531.0,GOOGL,
2023-07-28,130.78,133.74,130.57,132.58,36591158.0,GOOGL,
2023-07-27,131.67,133.24,128.79,129.4,44952074.0,GOOGL,
2023-07-26,130.07,130.98,128.32,129.27,61682093.0,GOOGL,
2023-07-25,121.36,123.145,121.02,122.21,52509551.0,GOOGL,
2023-07-24,121.66,123.0,120.98,121.53,29723667.0,GOOGL,
2023-07-21,120.62,120.99,118.73,120.02,71606474.0,GOOGL,
