timestamp,open,high,low,close,volume,Ticker
2023-12-06,411.43,413.82,407.155,410.38,2192814,MA
2023-12-05,407.09,409.05,404.315,408.69,2755635,MA
2023-12-04,413.83,414.85,408.03,408.23,3097946,MA
2023-12-01,412.89,416.6,411.57,414.36,2171558,MA
2023-11-30,410.1,414.16,408.78,413.83,3203556,MA
2023-11-29,411.01,412.0825,409.42,409.82,2151396,MA
2023-11-28,409.08,410.64,407.46,409.01,2645103,MA
2023-11-27,411.0,412.72,408.25,408.97,2665981,MA
2023-11-24,412.49,412.97,410.53,412.5,1053479,MA
2023-11-22,412.26,412.85,410.145,410.33,1968107,MA
2023-11-21,405.72,410.345,405.69,408.95,2567692,MA
2023-11-20,400.72,405.2,398.26,404.4,2768775,MA
2023-11-17,399.97,401.12,397.91,400.3,2365689,MA
2023-11-16,398.01,399.95,395.545,397.1,3060610,MA
2023-11-15,397.47,399.28,394.76,396.83,2434711,MA
2023-11-14,397.18,401.675,396.75,397.65,2734045,MA
2023-11-13,394.35,395.63,393.0225,394.35,1614631,MA
2023-11-10,390.04,395.0872,386.74,394.38,2807108,MA
2023-11-09,390.96,391.45,387.265,387.96,2657074,MA
2023-11-08,387.11,391.37,387.0,389.7,2838414,MA
2023-11-07,386.0,389.59,384.3,388.87,2324356,MA
2023-11-06,387.1,388.25,384.205,386.16,2020512,MA
2023-11-03,385.0,388.44,383.73,386.05,2269147,MA
2023-11-02,380.3,383.04,378.485,382.69,2816034,MA
2023-11-01,378.67,380.4,375.04,377.82,2354844,MA
2023-10-31,373.32,377.68,373.11,376.35,2978827,MA
2023-10-30,366.52,373.23,364.72,372.42,3386593,MA
2023-10-27,366.49,368.285,359.77,364.08,3624883,MA
2023-10-26,371.02,375.55,363.04,364.59,6920077,MA
2023-10-25,384.0,388.63,382.24,386.31,3504548,MA
2023-10-24,385.5,389.43,383.87,386.91,2003266,MA
2023-10-23,382.31,387.86,381.0,383.67,1771977,MA
2023-10-20,387.87,389.99,384.17,384.41,2652548,MA
2023-10-19,393.85,394.83,385.5,387.87,3473009,MA
2023-10-18,399.11,401.37,392.56,393.21,1951454,MA
2023-10-17,399.64,403.61,398.45,401.77,2176027,MA
2023-10-16,400.24,404.43,398.78,401.16,2202218,MA
2023-10-13,398.81,402.14,395.08,398.03,2235682,MA
2023-10-12,403.8,405.34,397.32,399.9,1779046,MA
2023-10-11,403.25,405.13,397.36,399.81,2055776,MA
2023-10-10,395.54,402.715,393.85,400.37,2713818,MA
2023-10-09,394.46,396.5,389.58,394.74,2475166,MA
2023-10-06,393.23,401.0,390.5,397.97,2484148,MA
2023-10-05,390.39,394.72,390.0,394.2,2116563,MA
2023-10-04,392.0,394.47,388.58,393.76,1813405,MA
2023-10-03,394.5,397.86,388.97,391.06,2528120,MA
2023-10-02,393.6,396.355,392.4453,395.85,2856776,MA
2023-09-29,402.03,402.18,394.25,395.91,3032386,MA
2023-09-28,395.83,401.35,395.365,399.44,2216244,MA
2023-09-27,396.21,397.0298,391.48,395.48,1987457,MA
2023-09-26,400.0,400.85,393.61,395.38,2940561,MA
2023-09-25,400.6,403.2299,399.84,402.49,1846580,MA
2023-09-22,404.39,406.85,401.56,402.22,1885064,MA
2023-09-21,408.34,408.77,402.1,403.36,2451064,MA
2023-09-20,413.77,415.85,410.08,410.52,1580643,MA
2023-09-19,416.96,417.1,411.1,413.53,1731089,MA
2023-09-18,413.88,417.8863,413.0355,417.13,1808118,MA
2023-09-15,411.86,418.3,411.14,414.31,4755526,MA
2023-09-14,418.3,418.6,407.7801,413.34,3557785,MA
2023-09-13,416.17,418.41,414.97,416.3,2142220,MA
2023-09-12,415.95,417.645,415.25,416.27,1997630,MA
2023-09-11,416.85,417.59,414.635,416.69,1544746,MA
2023-09-08,415.0,416.33,413.855,414.84,1869468,MA
2023-09-07,411.92,416.13,411.73,414.62,2502686,MA
2023-09-06,410.78,413.38,408.89,413.18,2292121,MA
2023-09-05,413.35,415.4,409.7,411.5,2045555,MA
2023-09-01,413.84,416.51,412.49,415.57,1841670,MA
2023-08-31,414.21,416.29,411.78,412.64,2535134,MA
2023-08-30,414.78,417.777,413.52,413.91,2516721,MA
2023-08-29,407.42,412.19,406.59,411.65,2188937,MA
2023-08-28,404.0,407.8,403.15,407.44,1901274,MA
2023-08-25,400.65,404.62,399.0,402.89,2154774,MA
2023-08-24,401.59,404.0,397.5,397.67,1970016,MA
2023-08-23,399.27,401.92,398.36,401.06,1943221,MA
2023-08-22,395.0,398.77,393.68,397.84,2422581,MA
2023-08-21,393.21,394.99,391.02,393.2,1869502,MA
2023-08-18,389.82,393.84,388.83,392.17,2001800,MA
2023-08-17,396.14,396.205,390.99,392.62,2118703,MA
2023-08-16,393.44,399.2,393.12,394.37,2002011,MA
2023-08-15,397.49,397.49,393.59,394.45,1753282,MA
2023-08-14,396.45,399.23,394.6101,398.58,1638575,MA
2023-08-11,395.75,396.67,392.8058,394.98,1464655,MA
2023-08-10,396.46,400.63,395.712,397.14,2154471,MA
2023-08-09,393.86,396.79,391.87,393.67,1806063,MA
2023-08-08,396.18,396.38,390.13,393.19,1747173,MA
2023-08-07,393.0,397.75,393.0,396.87,1559899,MA
2023-08-04,391.61,396.09,390.0701,391.35,2215814,MA
2023-08-03,387.56,393.44,386.42,393.01,2190534,MA
2023-08-02,393.88,394.21,389.58,390.02,2410676,MA
2023-08-01,393.78,397.3,392.36,397.07,2344258,MA
2023-07-31,393.97,396.08,392.465,394.28,3578342,MA
2023-07-28,397.96,398.0,388.8765,392.96,4501094,MA
2023-07-27,405.19,405.19,393.95,394.5,3563319,MA
2023-07-26,399.18,403.31,395.7474,402.41,2572262,MA
2023-07-25,403.37,404.86,401.0,401.28,2490524,MA
2023-07-24,397.48,404.91,396.61,404.79,3029808,MA
2023-07-21,398.67,401.51,397.42,397.49,1868149,MA
2023-07-20,397.14,399.7199,395.55,398.06,2570771,MA
2023-07-19,398.0,399.85,396.31,398.27,1809748,MA
2023-07-18,400.42,401.94,395.2101,398.16,2676239,MA
2023-07-17,401.95,404.0,401.12,402.2,2344566,MA
2023-07-14,402.12,403.49,400.295,402.51,1978498,MA
2023-07-13,403.0,403.24,400.46,400.56,2354875,MA
2023-07-12,399.0,403.17,398.71,400.69,2273532,MA
2023-07-11,393.62,398.46,392.34,397.8,2106362,MA
2023-07-10,388.48,393.43,388.01,392.16,2148582,MA
2023-07-07,390.66,392.45,388.4,388.68,2654516,MA
2023-07-06,393.83,394.21,389.7399,393.14,2156894,MA
2023-07-05,388.81,395.25,387.13,394.73,2781997,MA
2023-07-03,391.34,394.305,388.68,393.96,1304646,MA
2023-06-30,388.1,395.17,388.1,393.3,4407142,MA
2023-06-29,380.85,388.01,380.5,387.67,2524838,MA
2023-06-28,381.19,381.395,378.67,380.23,2012435,MA
2023-06-27,380.34,382.84,379.01,381.79,2197373,MA
2023-06-26,378.06,379.99,375.35,377.42,3327849,MA
2023-06-23,374.98,381.12,373.22,379.81,3739720,MA
2023-06-22,375.11,378.48,373.946,377.8,1934457,MA
2023-06-21,373.96,378.39,373.66,376.14,2301314,MA
2023-06-20,375.01,379.51,373.75,374.62,3961765,MA
2023-06-16,381.61,382.9,376.16,376.53,5882364,MA
2023-06-15,373.27,379.57,370.52,379.04,2558125,MA
2023-06-14,372.93,378.08,372.02,374.76,2775463,MA
2023-06-13,375.31,377.18,369.81,371.38,2444151,MA
2023-06-12,370.67,375.97,369.94,375.31,2407762,MA
2023-06-09,370.46,372.105,367.76,369.22,2202370,MA
2023-06-08,369.36,369.77,365.845,367.59,2595273,MA
2023-06-07,379.29,380.5,368.26,371.39,3714519,MA
2023-06-06,372.95,380.38,371.805,379.96,2758722,MA
2023-06-05,372.75,372.795,368.53,370.52,2316299,MA
2023-06-02,374.59,375.82,372.15,373.73,2501459,MA
2023-06-01,367.16,371.09,366.05,370.88,3389808,MA
2023-05-31,365.0,365.7,357.85,365.02,10301859,MA
2023-05-30,376.28,376.63,366.2,367.5,3430234,MA
2023-05-26,371.0,375.68,370.05,374.37,2691345,MA
2023-05-25,367.91,370.99,364.91,370.04,3752240,MA
2023-05-24,369.37,369.61,365.58,368.5,2655686,MA
2023-05-23,381.52,382.03,370.44,373.75,3979249,MA
2023-05-22,384.99,387.37,384.18,384.53,1808828,MA
2023-05-19,392.0,392.2,385.14,385.57,3369116,MA
2023-05-18,387.11,392.02,385.81,392.02,3729697,MA
2023-05-17,382.2,387.52,379.13,387.0,3260404,MA
2023-05-16,382.6,383.6,377.3172,380.24,2762816,MA
2023-05-15,381.87,383.66,380.525,383.41,1957649,MA
2023-05-12,384.49,385.021,378.8,381.92,2044079,MA
2023-05-11,382.21,385.72,379.26,383.39,1901218,MA
2023-05-10,385.99,386.755,377.65,382.54,1940761,MA
2023-05-09,383.88,386.17,382.7,382.94,2036429,MA
2023-05-08,384.01,387.46,383.77,385.51,1719712,MA
2023-05-05,380.57,385.15,378.24,384.66,2683136,MA
2023-05-04,374.5,376.85,372.14,376.12,2814954,MA
2023-05-03,376.67,379.55,374.33,374.9,1970904,MA
2023-05-02,377.77,378.84,370.94,376.03,2478715,MA
2023-05-01,380.49,382.455,378.96,379.86,1745122,MA
2023-04-28,372.53,381.93,371.51,380.03,3107278,MA
2023-04-27,366.58,374.98,361.0,373.67,3859931,MA
2023-04-26,369.64,372.215,366.09,366.76,2588193,MA
2023-04-25,373.5,374.58,368.3198,368.53,2244992,MA
2023-04-24,375.15,377.64,373.62,374.73,1886286,MA
2023-04-21,375.72,377.425,373.26,375.24,3537820,MA
2023-04-20,371.45,375.19,369.69,375.0,2125035,MA
2023-04-19,372.99,374.15,371.155,372.8,1795447,MA
2023-04-18,373.95,373.95,369.96,372.32,2087976,MA
2023-04-17,373.36,374.1,368.39,372.76,2431374,MA
2023-04-14,370.0,373.39,369.11,372.43,2254716,MA
2023-04-13,363.82,369.75,363.3887,369.65,2611866,MA
2023-04-12,366.08,368.6,361.025,361.78,2268779,MA
2023-04-11,363.42,365.19,361.16,364.13,3033867,MA
2023-04-10,359.71,360.93,357.58,360.14,1559126,MA
2023-04-06,361.21,362.035,355.97,361.47,2357712,MA
2023-04-05,363.48,365.13,361.61,363.79,2239771,MA
2023-04-04,366.8,369.12,363.38,363.9,2198730,MA
2023-04-03,362.61,366.66,361.75,366.47,2978067,MA
2023-03-31,361.13,363.65,360.38,363.41,3376796,MA
2023-03-30,360.95,362.59,358.24,359.26,2480656,MA
2023-03-29,357.38,360.025,355.82,359.53,2327006,MA
2023-03-28,355.56,355.9,352.8014,354.33,1695997,MA
2023-03-27,355.57,357.89,354.28,354.62,2420474,MA
2023-03-24,350.45,352.42,346.31,351.63,2971590,MA
2023-03-23,352.41,359.855,351.84,354.37,2598053,MA
2023-03-22,354.61,360.0,351.03,351.03,2596388,MA
2023-03-21,354.37,356.2,350.83,354.57,3766785,MA
2023-03-20,348.0,353.835,347.34,349.32,3864278,MA
2023-03-17,350.25,351.94,346.86,349.66,8426918,MA
2023-03-16,346.62,348.69,340.28,348.0,3768216,MA
2023-03-15,346.05,348.395,343.64,348.08,3082755,MA
2023-03-14,351.0,356.11,348.56,352.82,3413323,MA
2023-03-13,343.63,349.86,340.21,344.71,3308396,MA
2023-03-10,352.41,353.05,345.23,347.11,3176505,MA
2023-03-09,359.25,364.015,353.91,354.44,2414831,MA
2023-03-08,358.61,361.695,357.28,359.03,1634442,MA
2023-03-07,367.17,369.15,359.5545,359.94,1660771,MA
2023-03-06,361.82,368.53,361.26,366.93,2789640,MA
2023-03-03,358.12,361.69,357.09,361.5,2174952,MA
2023-03-02,353.63,356.62,351.69,355.57,2526001,MA
2023-03-01,354.0,355.31,349.39,353.5,1968084,MA
2023-02-28,354.81,357.7954,353.24,355.29,2733091,MA
2023-02-27,355.64,358.03,354.82,355.48,2200873,MA
2023-02-24,350.82,354.0,349.59,353.12,2016148,MA
2023-02-23,357.74,357.74,351.66,355.53,1975505,MA
2023-02-22,355.36,357.74,353.21,354.97,2109544,MA
2023-02-21,356.76,361.77,355.19,355.96,2730919,MA
2023-02-17,364.06,366.7,359.8,361.13,2719130,MA
2023-02-16,364.9,373.08,364.9,367.55,2792721,MA
2023-02-15,366.28,369.8,365.01,369.64,2203417,MA
2023-02-14,369.58,373.41,367.73,369.96,1841422,MA
2023-02-13,368.56,371.14,367.07,370.83,2286551,MA
2023-02-10,369.64,370.25,362.92,366.83,2270717,MA
2023-02-09,373.3,374.57,369.25,370.42,2287602,MA
2023-02-08,373.17,375.79,370.14,370.35,2193818,MA
2023-02-07,371.51,377.07,368.84,375.06,2309176,MA
2023-02-06,370.0,374.33,369.05,372.97,2068357,MA
2023-02-03,370.8,378.22,370.49,373.91,2739672,MA
2023-02-02,379.52,380.47,372.8,374.94,2761579,MA
2023-02-01,368.57,376.78,367.0,374.08,2951854,MA
2023-01-31,369.99,372.48,367.02,370.6,3137379,MA
2023-01-30,369.46,373.74,369.4,371.12,2688806,MA
2023-01-27,376.19,380.52,373.38,374.03,3405833,MA
2023-01-26,383.41,384.11,373.0,377.24,3718355,MA
2023-01-25,375.1,382.56,375.1,382.39,3501927,MA
2023-01-24,390.0,390.0,375.22,380.01,2756200,MA
2023-01-23,376.74,381.38,376.36,378.57,2743884,MA
2023-01-20,370.23,376.62,369.4,376.28,3863414,MA
2023-01-19,364.6,370.8,363.6,367.94,3111242,MA
2023-01-18,374.51,375.81,368.5,368.92,2747128,MA
2023-01-17,375.0,378.325,373.975,375.0,2814656,MA
2023-01-13,375.06,377.87,374.31,375.52,4261049,MA
2023-01-12,377.86,381.125,376.92,379.81,3291386,MA
2023-01-11,372.62,377.92,371.26,377.86,3370200,MA
2023-01-10,368.81,371.68,367.2104,371.01,3485924,MA
2023-01-09,371.63,375.0,369.56,370.97,3913658,MA
2023-01-06,357.31,368.72,355.32,367.67,4432804,MA
2023-01-05,356.12,357.56,351.27,351.77,2608546,MA
2023-01-04,351.39,356.98,349.69,355.15,2661005,MA
2023-01-03,349.96,354.66,343.94,346.8,2933755,MA
2022-12-30,345.33,347.9,343.6213,347.73,1617719,MA
2022-12-29,344.38,349.72,343.54,348.21,1459793,MA
2022-12-28,346.55,349.51,341.78,341.95,1854082,MA
2022-12-27,344.1,346.91,341.81,346.16,1637700,MA
2022-12-23,339.02,344.54,337.69,343.6,1914737,MA
2022-12-22,344.19,345.6,336.43,341.52,2276404,MA
2022-12-21,343.64,347.6,342.37,345.69,2086988,MA
2022-12-20,341.37,344.37,340.62,342.95,1895912,MA
2022-12-19,345.36,345.85,339.5401,341.26,2457278,MA
2022-12-16,344.77,348.24,343.38,345.84,5947137,MA
2022-12-15,351.42,353.8,342.56,346.25,2774976,MA
2022-12-14,357.0,362.1,353.77,357.51,2587188,MA
2022-12-13,369.24,369.26,355.735,357.15,3072366,MA
2022-12-12,350.31,358.4363,349.1,358.17,2427292,MA
2022-12-09,348.4,352.77,347.36,348.83,2301173,MA
2022-12-08,350.0,352.165,347.2174,351.17,1998664,MA
2022-12-07,346.88,347.85,341.47,347.42,2454399,MA
2022-12-06,353.82,355.0,344.35,347.53,2353297,MA
2022-12-05,356.0,358.9,354.45,356.09,2202602,MA
2022-12-02,357.45,362.285,356.06,360.06,2015586,MA
2022-12-01,357.99,361.58,354.05,360.8,3374744,MA
2022-11-30,342.85,356.4,341.48,356.4,4252283,MA
2022-11-29,343.65,344.72,340.75,343.13,1724326,MA
2022-11-28,346.68,350.23,343.23,344.59,2226412,MA
2022-11-25,348.96,351.4,348.075,351.29,944409,MA
2022-11-23,344.63,350.8,344.15,348.64,1937368,MA
2022-11-22,339.83,345.32,337.56,344.96,2510939,MA
2022-11-21,343.0,344.245,337.62,338.25,1965239,MA
2022-11-18,345.66,348.63,341.33,343.69,2737666,MA
2022-11-17,339.0,341.92,337.0,341.27,2004543,MA
2022-11-16,343.16,345.13,340.095,342.76,2579780,MA
2022-11-15,346.59,351.22,339.49,343.51,2983623,MA
2022-11-14,336.74,344.5131,336.02,339.37,2349019,MA
2022-11-11,339.0,342.63,336.36,339.29,3734766,MA
2022-11-10,331.18,337.4,329.16,337.27,3254972,MA
2022-11-09,322.28,323.685,315.15,315.64,3001178,MA
2022-11-08,326.23,329.4,322.26,325.75,2387459,MA
2022-11-07,322.45,325.8,317.71,325.13,2742320,MA
2022-11-04,313.84,323.125,313.24,318.37,3246836,MA
2022-11-03,315.12,316.765,308.6,309.17,2861062,MA
2022-11-02,331.42,333.0,319.63,319.82,3075115,MA
2022-11-01,332.22,333.64,327.0932,333.19,3660459,MA
2022-10-31,328.88,329.44,323.78,328.18,3157979,MA
2022-10-28,319.31,331.8,317.82,329.47,3644429,MA
2022-10-27,316.18,323.08,314.06,319.37,4725832,MA
2022-10-26,312.29,324.45,312.29,319.51,5281438,MA
2022-10-25,305.91,312.1,305.86,311.41,3012354,MA
2022-10-24,304.52,307.0,300.5,305.6,3184066,MA
2022-10-21,294.51,302.7099,293.5,302.37,3599622,MA
2022-10-20,297.75,302.73,295.61,296.28,2463932,MA
2022-10-19,295.46,299.635,294.79,297.76,1914414,MA
2022-10-18,303.17,303.7,296.55,300.38,3096016,MA
2022-10-17,295.42,298.73,291.34,295.04,3417635,MA
2022-10-14,295.86,298.621,287.84,288.69,3106348,MA
2022-10-13,277.28,295.43,276.87,293.96,3323054,MA
2022-10-12,286.54,287.49,283.21,283.38,2646833,MA
2022-10-11,289.83,290.385,284.42,286.05,3555031,MA
2022-10-10,297.04,297.25,289.54,291.78,1783529,MA
2022-10-07,296.66,297.19,292.99,294.97,2210877,MA
2022-10-06,302.58,305.05,298.86,299.23,2494392,MA
